,Price,Beds,Baths,Area,Pets,Street,City,Region,Zip
3055,"4,150 ",1,1,650,No,"145 Fourth Ave Unit 6A,                  ",New York,NY,10003
3056,"4,075 ",1,1,962,No,"141 E 56th St Apt 8L,                  ",New York,NY,10022
3057,"3,200 ",2,1,810,No,"520 E 14th St Apt 26,                  ",New York,NY,10009
3058,"2,475 ",0,1,500,No,"121 E 31st St Apt 7J,                  ",New York,NY,10016
3060,"4,495 ",2,1,750,No,"20 Prince St Apt 2,                  ",New York,NY,10012
3061,"3,601 ",2,1,820,Yes,"401 E 34th St Apt S12M,                  ",New York,NY,10016
3062,"2,350 ",0,1,580,No,"107 Sullivan St Unit 69,                  ",New York,NY,10012
3063,"4,695 ",1,1,710,No,"400 W 113th St Apt 1026,                  ",New York,NY,10025
3064,"2,350 ",0,1,520,No,"365 W 52nd St Unit 1K,                  ",New York,NY,10019
3065,"6,095 ",2,2,920,No,"320 W 38th St Apt 2202,                  ",New York,NY,10018
3068,"2,275 ",1,1,569,No,"1427 York Ave Unit 2R,                  ",New York,NY,10021
3069,"3,500 ",1,1,710,No,"888 8th Ave Apt 4G,                  ",New York,NY,10019
3070,"2,750 ",1,1,610,No,"278 E 10th St Apt 2C,                  ",New York,NY,10009
3072,"3,375 ",1,1,620,No,"46 W 73rd St Apt 1F,                  ",New York,NY,10023
3073,"6,600 ",2,1,885,No,"157 E 57th St Unit 10H,                  ",New York,NY,10022
3075,"6,100 ",2,2,701,No,"137 E 38th St Unit 6W,                  ",New York,NY,10016
3076,"3,965 ",1,1,700,No,"95 Perry St Unit 11A,                  ",New York,NY,10014
3077,"3,600 ",1,1,711,No,"145 W 55th St Unit 4R,                  ",New York,NY,10019
3078,"3,975 ",1,1,680,No,"115 E 92nd St Unit 5R,                  ",New York,NY,10128
3079,"4,925 ",2,1,890,No,"117 E 89th St Unit 11V,                  ",New York,NY,10128
3080,"4,600 ",1,1,730,No,"145 E 16th St Apt 7F,                  ",New York,NY,10003
3081,"6,495 ",2,2,"1,080",No,"115 E 92nd St Unit 7L,                  ",New York,NY,10128
3083,"3,873 ",2,1,900,No,"212 E 25th St Apt 16,                  ",New York,NY,10010
3084,"4,995 ",2,2,"1,000",No,"220 E 24th St Apt 7G,                  ",New York,NY,10010
3085,"3,965 ",1,1,700,No,"95 Perry St Unit 11A,                  ",New York,NY,10014
3086,"3,975 ",1,1,680,No,"115 E 92nd St Unit 5R,                  ",New York,NY,10128
3087,"4,925 ",2,1,890,No,"117 E 89th St Unit 11V,                  ",New York,NY,10128
3088,"4,600 ",1,1,730,No,"145 E 16th St Apt 7F,                  ",New York,NY,10003
3089,"6,495 ",2,2,"1,080",No,"115 E 92nd St Unit 7L,                  ",New York,NY,10128
3092,"3,095 ",1,1,710,No,"45 Wall St Apt 403,                  ",New York,NY,10005
3093,"8,500 ",3,2,"1,000",No,"199 W 10th St Unit 2L,                  ",New York,NY,10014
3095,"3,600 ",1,1,711,No,"145 W 55th St Unit 4R,                  ",New York,NY,10019
3096,"2,050 ",0,1,550,No,"414 E 73rd St Unit 4EF,                  ",New York,NY,10021
3097,"5,450 ",2,1,900,No,"190 W 10th St Apt 2D,                  ",New York,NY,10014
3098,"2,795 ",1,1,685,No,"171 E 83rd St Apt 3E,                  ",New York,NY,10028
3099,"2,200 ",0,1,470,No,"322 E 81st St Unit 5O,                  ",New York,NY,10028
3100,"5,400 ",2,2,"1,062",No,"115 E 92nd St Unit 1E,                  ",New York,NY,10128
3101,"5,650 ",2,2,"1,080",No,"115 E 92nd St Unit 4E,                  ",New York,NY,10128
3102,"2,500 ",0,1,500,No,"242 E 75th St Apt 4C,                  ",New York,NY,10021
3103,"3,495 ",0,1,580,No,"12 E 22nd St Apt 2B,                  ",New York,NY,10010
3104,"4,888 ",2,1,"1,250",No,"115 Mulberry St Apt 3F,                  ",New York,NY,10013
3105,"2,979 ",2,1,790,No,"227 E 50th St Apt 7,                  ",New York,NY,10022
3106,"2,695 ",1,1,690,No,"200 Riverside Dr Apt 4C,                  ",New York,NY,10025
3107,"3,950 ",1,1,660,No,"145 Fourth Ave Unit 2K,                  ",New York,NY,10003
3108,"3,195 ",0,1,620,No,"1 Astor Pl Unit 10,                  ",New York,NY,10003
3109,"5,850 ",2,2,920,No,"121 Reade St Apt 3E,                  ",New York,NY,10013
3110,"4,595 ",3,1,"1,090",No,"455 W 37th St Apt 304,                  ",New York,NY,10018
3111,"8,075 ",3,2,"1,465",No,"435 E 79th St Apt 4N,                  ",New York,NY,10075
3112,"3,395 ",1,2,800,No,"440 E 78th St Unit A,                  ",New York,NY,10075
3113,"3,695 ",1,1,700,No,"333 E 56th St Apt 14J,                  ",New York,NY,10022
3114,"5,695 ",1,1,710,No,"300 E 56th St Apt 25M,                  ",New York,NY,10022
3115,"2,350 ",1,1,600,No,"1614 2nd Ave Apt 2C,                  ",New York,NY,10028
3116,"3,071 ",0,1,620,No,"2 Gold St Apt 1008,                  ",New York,NY,10038
3117,"3,500 ",1,1,710,No,"106 E 81th St Unit 4A,                  ",New York,NY,10028
3118,"1,850 ",0,1,500,No,"216 E 90th St Unit Fw,                  ",New York,NY,10128
3119,"2,650 ",1,1,600,No,"117 E 89th St Apt 2C,                  ",New York,NY,10128
3120,"2,350 ",1,1,710,No,"220 E 89th St Apt 4,                  ",New York,NY,10128
3121,"3,400 ",1,1,710,No,"157 E 57th St Apt 8G,                  ",New York,NY,10022
3122,"4,300 ",3,1,900,No,"350 E 52nd St Apt 11K,                  ",New York,NY,10022
3123,"4,995 ",3,1,960,No,"185 E 3rd St Apt 3G,                  ",New York,NY,10009
3124,"3,895 ",1,1,710,No,"432 E 13th St Apt 15,                  ",New York,NY,10009
3125,"6,225 ",2,1,"1,153",No,"210 E 68th St Apt 2B,                  ",New York,NY,10065
3126,"4,650 ",1,1,710,No,"101 W 55th St Unit 406,                  ",New York,NY,10019
3127,"2,700 ",1,1,610,No,"278 E 10th St Apt 4C,                  ",New York,NY,10009
3128,"3,195 ",0,1,569,No,"220 W 24th St Apt 2M,                  ",New York,NY,10011
3129,"3,895 ",1,1,565,No,"301 Elizabeth St Unit 1000,                  ",New York,NY,10012
3130,"2,825 ",0,1,550,No,"236 E 36th St Apt 4G,                  ",New York,NY,10016
3131,"15,250 ",2,2,"1,090",No,"55 Thompson St Unit 602,                  ",New York,NY,10012
3134,"2,150 ",0,1,580,No,"19 E 71st St Unit 6C,                  ",New York,NY,10021
3135,"6,095 ",3,2,"1,000",No,"1520 York Ave Apt 3H,                  ",New York,NY,10028
3136,"2,252 ",1,1,569,No,"1427 York Ave Unit 1W,                  ",New York,NY,10021
3137,"2,695 ",1,1,690,No,"200 Riverside Dr Unit 9T,                  ",New York,NY,10025
3138,"3,390 ",1,1,650,No,"145 E 26th St Unit 3F,                  ",New York,NY,10010
3139,"2,625 ",0,1,541,No,"219 E 23rd St Unit 1Z,                  ",New York,NY,10010
3140,"3,504 ",2,1,890,No,"210 E 25th St Unit 4FD,                  ",New York,NY,10010
3141,"8,900 ",4,2,"1,250",No,"500 E 77th St Apt 2018,                  ",New York,NY,10162
3142,"2,925 ",0,1,580,No,"160 W 22nd St Apt 400,                  ",New York,NY,10011
3143,"5,165 ",1,1,790,No,"290 W 12th St Apt 2D,                  ",New York,NY,10014
3146,"3,395 ",2,1,790,No,"209 E 10th St Unit 25,                  ",New York,NY,10003
3147,"3,800 ",1,1,710,No,"240 E 82nd St Apt 4I,                  ",New York,NY,10028
3148,"3,850 ",1,1,710,No,"165 E 35th St Apt 5F,                  ",New York,NY,10016
3149,"3,695 ",1,1,710,No,"320 W 38th St Apt 633,                  ",New York,NY,10018
3151,"2,725 ",1,1,680,No,"1568 Second Ave Unit 3F,                  ",New York,NY,10028
3154,"6,995 ",3,2,"1,000",No,"1365 York Ave Apt 33K,                  ",New York,NY,10021
3155,"7,750 ",4,4,"1,300",No,"137 E 38th St Unit 1TF,                  ",New York,NY,10016
3157,"4,450 ",1,1,710,No,"240 E 82nd St Unit 8O,                  ",New York,NY,10028
3158,"2,870 ",0,1,560,No,"45 Wall St Apt 803,                  ",New York,NY,10005
3159,"4,395 ",3,1,"1,245",No,"43 Avenue C Apt 4D,                  ",New York,NY,10009
3160,"2,800 ",0,1,500,No,"316 W 14th St Apt 20,                  ",New York,NY,10014
3161,"3,150 ",1,1,700,No,"140 E 46th St Apt 5K,                  ",New York,NY,10017
3162,"3,900 ",0,1,698,No,"41 River Ter Apt 807,                  ",New York,NY,10282
3163,"3,400 ",2,1,"1,000",No,"251 E 77th St Apt 2B,                  ",New York,NY,10075
3164,"2,695 ",2,1,860,No,"209 W 102nd St Apt 4A,                  ",New York,NY,10025
3165,"2,395 ",0,1,580,No,"18 Cornelia St Apt 9,                  ",New York,NY,10014
3166,"5,850 ",2,1,980,No,"200 W 56th St # B,                  ",New York,NY,10019
3167,"3,550 ",1,1,500,No,"201 W 11th St Apt 2H,                  ",New York,NY,10014
3168,"3,035 ",1,1,600,Yes,"182 E 95th St Apt 26A,                  ",New York,NY,10128
3169,"3,895 ",2,1,790,Yes,"182 E 95th St Apt 7H,                  ",New York,NY,10128
3170,"4,985 ",3,1,"1,050",No,"410 E 13th St Apt 2D,                  ",New York,NY,10009
3171,"2,950 ",1,1,710,No,"60 Avenue B Unit 3AA,                  ",New York,NY,10009
3172,"4,795 ",2,1,890,No,"201 E 69th St Apt 11B,                  ",New York,NY,10021
3173,"3,250 ",1,1,695,No,"315 E 56th St Apt 2D,                  ",New York,NY,10022
3174,"3,395 ",1,1,650,No,"145 E 26th St Apt 2C,                  ",New York,NY,10010
3175,"4,500 ",2,1,900,No,"92 St Marks Pl Unit A,                  ",New York,NY,10009
3176,"3,950 ",1,1,660,No,"145 Fourth Ave Unit 2L,                  ",New York,NY,10003
3177,"3,195 ",0,1,455,No,"121 Reade St Apt 8L,                  ",New York,NY,10013
3178,"3,600 ",1,1,711,No,"145 W 55th St Apt 5D,                  ",New York,NY,10019
3179,"3,745 ",1,1,600,No,"20 Prince St Apt 32,                  ",New York,NY,10012
3180,"3,400 ",0,1,550,No,"222 E 39th St Apt 5H,                  ",New York,NY,10016
3181,"3,495 ",2,1,950,No,"321 W 47th St Unit C,                  ",New York,NY,10036
3182,"3,050 ",0,1,575,No,"137 E 38th St Apt 7B,                  ",New York,NY,10016
3183,"2,495 ",0,1,580,No,"120 E 34th St Apt 10M,                  ",New York,NY,10016
3184,"3,700 ",1,1,660,No,"145 Fourth Ave Unit 2H,                  ",New York,NY,10003
3185,"3,195 ",1,1,710,No,"145 E 27th St Apt 5A,                  ",New York,NY,10016
3186,"2,350 ",0,1,580,No,"107 Sullivan St Apt 27,                  ",New York,NY,10012
3187,"3,995 ",1,1,710,Yes,"99 Battery Pl Apt 20E,                  ",New York,NY,10280
3189,"12,050 ",3,3,"1,700",No,"254 E 68th St Apt 10A,                  ",New York,NY,10065
3190,"5,350 ",1,1,710,No,"10 Downing St Apt 4Y,                  ",New York,NY,10014
3191,"3,650 ",1,1,845,No,"123 E 54th St Apt 4C,                  ",New York,NY,10022
3192,"2,750 ",1,1,640,No,"145 E 27th St Apt 11N,                  ",New York,NY,10016
3193,"4,325 ",2,1,744,No,"284 Mott St Apt 2P,                  ",New York,NY,10012
3194,"8,300 ",3,2,"1,250",No,"20 Park Ave Unit 2C-D,                  ",New York,NY,10016
3195,"3,595 ",1,1,750,No,"166 E 34th St Unit 709,                  ",New York,NY,10016
3196,"3,810 ",2,1,895,No,"340 E 34th St Apt 10F,                  ",New York,NY,10016
3197,"4,395 ",2,1,877,No,"295 Park Ave S Apt 14N,                  ",New York,NY,10010
3198,"4,650 ",1,1,802,No,"200 N End Ave Apt 5S,                  ",New York,NY,10282
3199,"3,600 ",1,1,600,No,"307 Mott St Unit 2R,                  ",New York,NY,10012
3201,"3,595 ",1,1,710,No,"1385 York Ave Apt 15E,                  ",New York,NY,10021
3202,"3,050 ",0,1,600,No,"293 Park Ave S Unit 7D,                  ",New York,NY,10010
3203,"3,375 ",1,1,770,No,"152 E 84th St Unit 1L1L,                  ",New York,NY,10028
3205,"2,200 ",1,1,500,No,"334 E 93rd St Apt 13,                  ",New York,NY,10128
3206,"3,950 ",1,1,660,No,"145 Fourth Ave Unit 3795,                  ",New York,NY,10003
3207,"6,224 ",2,2,920,No,"1 Columbus Pl Apt N6E,                  ",New York,NY,10019
3209,"3,296 ",2,1,895,No,"340 E 34th St Unit H,                  ",New York,NY,10016
3210,"6,095 ",2,2,920,No,"240 E 39th St Apt 33E,                  ",New York,NY,10016
3212,"2,278 ",1,1,790,No,"1427 York Ave Unit 5Q,                  ",New York,NY,10021
3213,"3,595 ",1,1,710,No,"115 E 34th St Unit 307,                  ",New York,NY,10016
3214,"3,600 ",1,1,710,No,"240 E 82nd St Apt 4K,                  ",New York,NY,10028
3215,"3,595 ",1,1,750,No,"166 E 34th St Unit 709,                  ",New York,NY,10016
3216,"3,810 ",2,1,895,No,"340 E 34th St Apt 10F,                  ",New York,NY,10016
3217,"3,600 ",1,1,600,No,"307 Mott St Unit 2R,                  ",New York,NY,10012
3218,"3,595 ",1,1,710,No,"115 E 34th St Unit 307,                  ",New York,NY,10016
3219,"3,600 ",1,1,600,No,"307 Mott St Unit 5V,                  ",New York,NY,10012
3220,"7,750 ",4,4,"1,300",No,"137 E 38th St Unit 1CW,                  ",New York,NY,10016
3221,"2,700 ",0,1,510,No,"137 E 38th St Unit 1T,                  ",New York,NY,10016
3223,"3,595 ",1,1,710,No,"301 E 47th St Apt 3N,                  ",New York,NY,10017
3224,"7,850 ",2,2,"1,350",No,"247 W 87th St Apt 10K,                  ",New York,NY,10024
3225,"4,980 ",3,1,"1,050",No,"410 E 13th St Apt 4A,                  ",New York,NY,10009
3226,"3,925 ",1,1,708,No,"210 E 68th St Apt 4H,                  ",New York,NY,10065
3227,"3,895 ",1,1,690,No,"77 W 15th St Unit 411,                  ",New York,NY,10011
3228,"3,850 ",1,1,750,No,"165 E 35th St Apt 5B,                  ",New York,NY,10016
3229,"4,595 ",2,1,744,No,"284 Mott St Apt 3E,                  ",New York,NY,10012
3230,"2,995 ",1,1,540,No,"141 E 33rd St Apt 9J,                  ",New York,NY,10016
3231,"4,395 ",2,1,710,No,"200 E 33rd St Apt 10G,                  ",New York,NY,10016
3232,"2,850 ",0,1,550,No,"220 Sullivan St Apt 1A,                  ",New York,NY,10012
3233,"2,150 ",1,1,506,No,"147 E 72nd St Apt 3R,                  ",New York,NY,10021
3234,"2,650 ",0,1,598,No,"115 E 34th St Unit 305,                  ",New York,NY,10016
3235,"2,750 ",1,1,670,No,"148 W 68th St Unit E,                  ",New York,NY,10023
3236,"5,595 ",3,1,"1,000",No,"239 Park 6A Ave S Unit 6D,                  ",New York,NY,10003
3237,"2,475 ",0,1,580,No,"35 E 65th St Apt 3A,                  ",New York,NY,10065
3238,"4,150 ",1,1,730,No,"40 E 68th St Apt 2D,                  ",New York,NY,10065
3239,"4,150 ",1,1,660,No,"145 Fourth Ave Unit 6K,                  ",New York,NY,10003
3240,"2,250 ",1,1,569,No,"1427 York Ave Apt 3F,                  ",New York,NY,10021
3241,"3,050 ",1,1,710,No,"280 E 2nd St Unit 504,                  ",New York,NY,10009
3242,"4,600 ",3,1,"1,050",No,"647 E 11th St Unit 1,                  ",New York,NY,10009
3243,"3,495 ",0,1,580,No,"12 E 22nd St Apt 4H,                  ",New York,NY,10010
3244,"3,495 ",1,1,700,No,"320 E 46th St Apt 6C,                  ",New York,NY,10017
3245,"6,100 ",2,1,900,No,"199 W 10th St Apt 4C,                  ",New York,NY,10014
3248,"4,550 ",1,1,710,No,"24 Fifth Ave Unit 522,                  ",New York,NY,10011
3249,"8,995 ",4,2,"1,250",No,"1365 York Ave Apt 36B,                  ",New York,NY,10021
3250,"4,800 ",1,1,710,No,"240 E 82nd St Apt 17H,                  ",New York,NY,10028
3256,"2,500 ",3,2,"1,000",No,"1833 Lacombe Ave Unit 1,                  ",Bronx,NY,10473
3258,"2,613 ",1,1,550,No,"221 W 22nd St Apt C1,                  ",New York,NY,10011
3259,"10,420 ",3,4,"1,509",Yes,"21 W 86th St Apt 14D,                  ",New York,NY,10024
3260,"4,275 ",4,2,900,No,"4 St Nicholas Ter Apt 2,                  ",New York,NY,10027
3261,"3,350 ",0,1,550,No,"12 E 22nd St Apt 6C,                  ",New York,NY,10010
3262,"10,700 ",3,4,"1,580",Yes,"21 W 86th St Apt 10E,                  ",New York,NY,10024
3263,"3,700 ",1,1,684,Yes,"75 West St Apt 10H,                  ",New York,NY,10006
3264,"6,196 ",2,2,"1,118",No,"245 E 40th St Apt 31H,                  ",New York,NY,10016
3288,"5,575 ",2,1,830,No,"301 E 21st St Apt 15J,                  ",New York,NY,10010
3289,"22,995 ",3,4,"3,347",Yes,"52 Lispenard St Unit 5,                  ",New York,NY,10013
3293,"2,050 ",0,1,520,No,"1497 Third Ave Unit 4J,                  ",New York,NY,10028
3295,"5,750 ",2,2,790,No,"240 E 82nd St Unit 20R,                  ",New York,NY,10028
3296,"3,150 ",1,1,710,No,"140 E 46th St Apt 5A,                  ",New York,NY,10017
3297,"3,550 ",0,1,660,No,"247 W 87th St Apt 10H,                  ",New York,NY,10024
3298,"2,700 ",1,1,500,No,"150 E 84th St Apt 1N,                  ",New York,NY,10028
3299,"2,325 ",0,1,400,No,"60 W 56th St Unit 2A,                  ",New York,NY,10019
3300,"2,550 ",2,1,790,No,"316 E 92nd St Apt 1RE,                  ",New York,NY,10128
3301,"2,050 ",0,1,450,No,"1661 York Ave Apt 2G,                  ",New York,NY,10128
3302,"2,750 ",1,1,654,No,"171 E 88th St Apt 3D,                  ",New York,NY,10128
3303,"5,750 ",2,2,790,No,"240 E 82nd St Unit 20R,                  ",New York,NY,10028
3304,"3,960 ",1,1,750,No,"201 W 26th St Unit 11R,                  ",New York,NY,10001
3305,"3,000 ",1,1,710,No,"230 E 30th St Apt 2E,                  ",New York,NY,10016
3306,"4,500 ",1,1,710,No,"2 Gold St Apt 3508,                  ",New York,NY,10038
3307,"2,765 ",2,1,690,No,"330 E 100th St Apt 5D,                  ",New York,NY,10029
3308,"3,150 ",1,1,710,No,"140 E 46th St Apt 5A,                  ",New York,NY,10017
3309,"3,550 ",0,1,660,No,"247 W 87th St Apt 10H,                  ",New York,NY,10024
3310,"2,700 ",1,1,500,No,"150 E 84th St Apt 1N,                  ",New York,NY,10028
3311,"2,325 ",0,1,400,No,"60 W 56th St Unit 2A,                  ",New York,NY,10019
3312,"2,550 ",2,1,790,No,"316 E 92nd St Apt 1RE,                  ",New York,NY,10128
3313,"2,050 ",0,1,450,No,"1661 York Ave Apt 2G,                  ",New York,NY,10128
3314,"2,750 ",1,1,654,No,"171 E 88th St Apt 3D,                  ",New York,NY,10128
3315,"3,895 ",1,1,600,Yes,"210 E 65th St Unit 3H,                  ",New York,NY,10065
3316,"2,250 ",1,1,680,No,"1476 Lexington Ave Apt 1A,                  ",New York,NY,10128
3317,"6,250 ",2,2,920,No,"245 E 63rd St Apt 22A,                  ",New York,NY,10065
3318,"4,295 ",1,1,710,No,"120 E 65th St Unit 3E,                  ",New York,NY,10065
3319,"2,795 ",1,1,600,No,"113 E 31st St Apt 2B,                  ",New York,NY,10016
3320,"7,450 ",2,2,"1,306",Yes,"99 Battery Pl Apt 6M,                  ",New York,NY,10280
3321,"2,100 ",1,1,710,No,"257 E 61st St Unit 3K,                  ",New York,NY,10065
3322,"3,100 ",0,1,550,No,"124 E 24th St Apt 1K,                  ",New York,NY,10010
3323,"5,795 ",2,1,"1,000",No,"78 Bank St Unit 1,                  ",New York,NY,10014
3324,"2,300 ",1,1,650,No,"159 E 55th St Apt 2A,                  ",New York,NY,10022
3325,"2,995 ",2,1,750,No,"404 E 63rd St Apt 12,                  ",New York,NY,10065
3326,"3,395 ",1,1,710,No,"141 Ridge St Unit 1A,                  ",New York,NY,10002
3327,"2,150 ",1,1,480,No,"1132 1st Ave Apt 1A,                  ",New York,NY,10065
3329,"2,995 ",0,1,570,Yes,"99 Battery Pl Apt 6G,                  ",New York,NY,10280
3330,"2,700 ",1,1,540,No,"1075 1st Ave Apt 3B,                  ",New York,NY,10022
3331,"2,950 ",0,1,450,No,"166 2nd Ave Apt 8C,                  ",New York,NY,10003
3333,"2,850 ",0,1,580,No,"165 E 35th St Unit 5M,                  ",New York,NY,10016
